"","p_brand","p_type","p_size","supplier_cnt"
"992","Brand#24","ECONOMY ANODIZED BRASS",3,4
"993","Brand#24","ECONOMY ANODIZED BRASS",9,4
"994","Brand#24","ECONOMY ANODIZED BRASS",23,4
"995","Brand#24","ECONOMY ANODIZED COPPER",9,4
"996","Brand#24","ECONOMY ANODIZED COPPER",49,4
"997","Brand#24","ECONOMY BRUSHED BRASS",36,4
"998","Brand#24","ECONOMY BRUSHED COPPER",23,4
"999","Brand#24","ECONOMY BURNISHED COPPER",3,4
"1000","Brand#24","ECONOMY BURNISHED NICKEL",19,4
"1001","Brand#24","ECONOMY BURNISHED STEEL",45,4
"1002","Brand#24","ECONOMY PLATED BRASS",23,4
"1003","Brand#24","ECONOMY PLATED COPPER",36,4
"1004","Brand#24","ECONOMY PLATED STEEL",45,4
"1005","Brand#24","ECONOMY POLISHED BRASS",23,4
"1006","Brand#24","ECONOMY POLISHED COPPER",45,4
"1007","Brand#24","ECONOMY POLISHED NICKEL",36,4
"1008","Brand#24","ECONOMY POLISHED STEEL",14,4
"1009","Brand#24","ECONOMY POLISHED STEEL",36,4
"1010","Brand#24","LARGE ANODIZED NICKEL",23,4
"1011","Brand#24","LARGE ANODIZED NICKEL",45,4
"1012","Brand#24","LARGE ANODIZED TIN",45,4
"1013","Brand#24","LARGE BRUSHED BRASS",14,4
"1014","Brand#24","LARGE BRUSHED BRASS",23,4
"1015","Brand#24","LARGE BRUSHED STEEL",9,4
"1016","Brand#24","LARGE BRUSHED STEEL",23,4
"1017","Brand#24","LARGE BRUSHED STEEL",45,4
"1018","Brand#24","LARGE BRUSHED TIN",49,4
"1019","Brand#24","LARGE BURNISHED BRASS",3,4
"1020","Brand#24","LARGE BURNISHED NICKEL",19,4
"1021","Brand#24","LARGE PLATED BRASS",9,4
"1022","Brand#24","LARGE PLATED NICKEL",36,4
"1023","Brand#24","LARGE PLATED NICKEL",49,4
"1024","Brand#24","LARGE PLATED TIN",9,4
"1025","Brand#24","LARGE PLATED TIN",19,4
"1026","Brand#24","LARGE PLATED TIN",36,4
"1027","Brand#24","LARGE PLATED TIN",49,4
"1028","Brand#24","LARGE POLISHED BRASS",9,4
"1029","Brand#24","LARGE POLISHED COPPER",9,4
"1030","Brand#24","LARGE POLISHED COPPER",49,4
"1031","Brand#24","LARGE POLISHED NICKEL",19,4
"1032","Brand#24","LARGE POLISHED STEEL",23,4
"1033","Brand#24","LARGE POLISHED TIN",14,4
"1034","Brand#24","MEDIUM ANODIZED COPPER",45,4
"1035","Brand#24","MEDIUM BRUSHED COPPER",9,4
"1036","Brand#24","MEDIUM BRUSHED COPPER",14,4
"1037","Brand#24","MEDIUM BRUSHED NICKEL",9,4
"1038","Brand#24","MEDIUM BRUSHED NICKEL",23,4
"1039","Brand#24","MEDIUM BRUSHED STEEL",14,4
"1040","Brand#24","MEDIUM BRUSHED STEEL",45,4
"1041","Brand#24","MEDIUM BRUSHED STEEL",49,4
"1042","Brand#24","MEDIUM BURNISHED BRASS",36,4
"1043","Brand#24","MEDIUM BURNISHED NICKEL",36,4
"1044","Brand#24","MEDIUM BURNISHED STEEL",36,4
"1045","Brand#24","MEDIUM PLATED COPPER",14,4
"1046","Brand#24","MEDIUM PLATED STEEL",3,4
"1047","Brand#24","MEDIUM PLATED STEEL",19,4
"1048","Brand#24","PROMO ANODIZED NICKEL",9,4
"1049","Brand#24","PROMO ANODIZED NICKEL",19,4
"1050","Brand#24","PROMO ANODIZED NICKEL",45,4
"1051","Brand#24","PROMO ANODIZED STEEL",3,4
"1052","Brand#24","PROMO ANODIZED TIN",45,4
"1053","Brand#24","PROMO BRUSHED BRASS",19,4
"1054","Brand#24","PROMO BRUSHED NICKEL",19,4
"1055","Brand#24","PROMO BRUSHED NICKEL",45,4
"1056","Brand#24","PROMO BRUSHED STEEL",49,4
"1057","Brand#24","PROMO BURNISHED BRASS",3,4
"1058","Brand#24","PROMO BURNISHED BRASS",45,4
"1059","Brand#24","PROMO BURNISHED STEEL",49,4
"1060","Brand#24","PROMO PLATED BRASS",3,4
"1061","Brand#24","PROMO PLATED COPPER",23,4
"1062","Brand#24","PROMO PLATED COPPER",49,4
"1063","Brand#24","PROMO POLISHED BRASS",3,4
"1064","Brand#24","PROMO POLISHED BRASS",14,4
"1065","Brand#24","PROMO POLISHED NICKEL",3,4
"1066","Brand#24","PROMO POLISHED STEEL",14,4
"1067","Brand#24","PROMO POLISHED STEEL",19,4
"1068","Brand#24","PROMO POLISHED STEEL",23,4
"1069","Brand#24","SMALL ANODIZED BRASS",19,4
"1070","Brand#24","SMALL ANODIZED COPPER",3,4
"1071","Brand#24","SMALL ANODIZED NICKEL",14,4
"1072","Brand#24","SMALL ANODIZED STEEL",36,4
"1073","Brand#24","SMALL ANODIZED TIN",3,4
"1074","Brand#24","SMALL ANODIZED TIN",36,4
"1075","Brand#24","SMALL BRUSHED COPPER",49,4
"1076","Brand#24","SMALL BRUSHED NICKEL",49,4
"1077","Brand#24","SMALL BURNISHED BRASS",14,4
"1078","Brand#24","SMALL BURNISHED BRASS",19,4
"1079","Brand#24","SMALL BURNISHED TIN",9,4
"1080","Brand#24","SMALL PLATED BRASS",3,4
"1081","Brand#24","SMALL PLATED COPPER",14,4
"1082","Brand#24","SMALL PLATED COPPER",36,4
"1083","Brand#24","SMALL PLATED NICKEL",14,4
"1084","Brand#24","SMALL PLATED NICKEL",49,4
"1085","Brand#24","SMALL POLISHED BRASS",3,4
"1086","Brand#24","SMALL POLISHED NICKEL",9,4
"1087","Brand#24","SMALL POLISHED NICKEL",19,4
"1088","Brand#24","SMALL POLISHED NICKEL",36,4
"1089","Brand#24","SMALL POLISHED STEEL",9,4
"1090","Brand#24","SMALL POLISHED STEEL",36,4
"1091","Brand#24","STANDARD ANODIZED TIN",9,4
"1092","Brand#24","STANDARD ANODIZED TIN",49,4
"1093","Brand#24","STANDARD BRUSHED BRASS",14,4
"1094","Brand#24","STANDARD BRUSHED COPPER",23,4
"1095","Brand#24","STANDARD BRUSHED NICKEL",19,4
"1096","Brand#24","STANDARD BRUSHED STEEL",14,4
"1097","Brand#24","STANDARD BRUSHED TIN",36,4
"1098","Brand#24","STANDARD BURNISHED COPPER",19,4
"1099","Brand#24","STANDARD BURNISHED COPPER",36,4
"1100","Brand#24","STANDARD BURNISHED NICKEL",45,4
"1101","Brand#24","STANDARD PLATED BRASS",36,4
"1102","Brand#24","STANDARD PLATED COPPER",45,4
"1103","Brand#24","STANDARD PLATED NICKEL",36,4
"1104","Brand#24","STANDARD PLATED TIN",36,4
"1105","Brand#24","STANDARD POLISHED COPPER",45,4
"1106","Brand#24","STANDARD POLISHED NICKEL",14,4
"1107","Brand#25","ECONOMY ANODIZED BRASS",14,4
"1108","Brand#25","ECONOMY ANODIZED BRASS",49,4
"1109","Brand#25","ECONOMY ANODIZED TIN",9,4
"1110","Brand#25","ECONOMY ANODIZED TIN",19,4
"1111","Brand#25","ECONOMY ANODIZED TIN",49,4
"1112","Brand#25","ECONOMY BRUSHED COPPER",36,4
"1113","Brand#25","ECONOMY BURNISHED COPPER",45,4
"1114","Brand#25","ECONOMY BURNISHED TIN",19,4
"1115","Brand#25","ECONOMY PLATED NICKEL",23,4
"1116","Brand#25","ECONOMY PLATED TIN",14,4
"1117","Brand#25","ECONOMY POLISHED BRASS",23,4
"1118","Brand#25","ECONOMY POLISHED COPPER",9,4
"1119","Brand#25","ECONOMY POLISHED NICKEL",3,4
"1120","Brand#25","ECONOMY POLISHED TIN",9,4
"1121","Brand#25","ECONOMY POLISHED TIN",45,4
"1122","Brand#25","LARGE ANODIZED BRASS",3,4
"1123","Brand#25","LARGE ANODIZED BRASS",14,4
"1124","Brand#25","LARGE ANODIZED COPPER",36,4
"1125","Brand#25","LARGE ANODIZED NICKEL",23,4
"1126","Brand#25","LARGE ANODIZED STEEL",23,4
"1127","Brand#25","LARGE BRUSHED NICKEL",19,4
"1128","Brand#25","LARGE BRUSHED NICKEL",49,4
"1129","Brand#25","LARGE BRUSHED TIN",3,4
"1130","Brand#25","LARGE BRUSHED TIN",9,4
"1131","Brand#25","LARGE BURNISHED BRASS",19,4
"1132","Brand#25","LARGE BURNISHED BRASS",23,4
"1133","Brand#25","LARGE BURNISHED BRASS",49,4
"1134","Brand#25","LARGE BURNISHED NICKEL",14,4
"1135","Brand#25","LARGE BURNISHED TIN",49,4
"1136","Brand#25","LARGE PLATED BRASS",14,4
"1137","Brand#25","LARGE PLATED NICKEL",23,4
"1138","Brand#25","LARGE PLATED NICKEL",45,4
"1139","Brand#25","LARGE PLATED TIN",19,4
"1140","Brand#25","LARGE PLATED TIN",23,4
"1141","Brand#25","LARGE POLISHED BRASS",9,4
"1142","Brand#25","LARGE POLISHED COPPER",14,4
"1143","Brand#25","LARGE POLISHED COPPER",36,4
"1144","Brand#25","MEDIUM ANODIZED TIN",36,4
"1145","Brand#25","MEDIUM BRUSHED COPPER",9,4
"1146","Brand#25","MEDIUM BRUSHED COPPER",36,4
"1147","Brand#25","MEDIUM BRUSHED COPPER",49,4
"1148","Brand#25","MEDIUM BURNISHED COPPER",49,4
"1149","Brand#25","MEDIUM BURNISHED NICKEL",9,4
"1150","Brand#25","MEDIUM BURNISHED NICKEL",49,4
"1151","Brand#25","MEDIUM BURNISHED STEEL",3,4
"1152","Brand#25","MEDIUM BURNISHED STEEL",36,4
"1153","Brand#25","MEDIUM BURNISHED STEEL",45,4
"1154","Brand#25","MEDIUM BURNISHED STEEL",49,4
"1155","Brand#25","MEDIUM BURNISHED TIN",9,4
"1156","Brand#25","MEDIUM BURNISHED TIN",36,4
"1157","Brand#25","MEDIUM PLATED BRASS",45,4
"1158","Brand#25","MEDIUM PLATED COPPER",14,4
"1159","Brand#25","MEDIUM PLATED NICKEL",45,4
"1160","Brand#25","MEDIUM PLATED STEEL",9,4
"1161","Brand#25","MEDIUM PLATED STEEL",36,4
"1162","Brand#25","PROMO ANODIZED COPPER",14,4
"1163","Brand#25","PROMO ANODIZED COPPER",19,4
"1164","Brand#25","PROMO ANODIZED STEEL",36,4
"1165","Brand#25","PROMO ANODIZED TIN",3,4
"1166","Brand#25","PROMO ANODIZED TIN",14,4
"1167","Brand#25","PROMO BRUSHED NICKEL",3,4
"1168","Brand#25","PROMO BRUSHED STEEL",19,4
"1169","Brand#25","PROMO BRUSHED TIN",14,4
"1170","Brand#25","PROMO BRUSHED TIN",36,4
"1171","Brand#25","PROMO BURNISHED COPPER",19,4
"1172","Brand#25","PROMO BURNISHED COPPER",45,4
"1173","Brand#25","PROMO BURNISHED COPPER",49,4
"1174","Brand#25","PROMO BURNISHED NICKEL",36,4
"1175","Brand#25","PROMO BURNISHED TIN",3,4
"1176","Brand#25","PROMO PLATED BRASS",45,4
"1177","Brand#25","PROMO PLATED COPPER",19,4
"1178","Brand#25","PROMO PLATED NICKEL",45,4
"1179","Brand#25","PROMO PLATED NICKEL",49,4
"1180","Brand#25","PROMO PLATED STEEL",23,4
"1181","Brand#25","PROMO POLISHED BRASS",23,4
"1182","Brand#25","SMALL ANODIZED BRASS",45,4
"1183","Brand#25","SMALL ANODIZED NICKEL",19,4
"1184","Brand#25","SMALL ANODIZED STEEL",23,4
"1185","Brand#25","SMALL ANODIZED TIN",14,4
"1186","Brand#25","SMALL ANODIZED TIN",19,4
"1187","Brand#25","SMALL BRUSHED COPPER",45,4
"1188","Brand#25","SMALL BRUSHED NICKEL",9,4
"1189","Brand#25","SMALL BURNISHED COPPER",3,4
"1190","Brand#25","SMALL BURNISHED STEEL",3,4
"1191","Brand#25","SMALL BURNISHED STEEL",14,4
"1192","Brand#25","SMALL BURNISHED TIN",3,4
"1193","Brand#25","SMALL PLATED BRASS",19,4
"1194","Brand#25","SMALL PLATED COPPER",23,4
"1195","Brand#25","SMALL PLATED STEEL",45,4
"1196","Brand#25","SMALL PLATED TIN",36,4
"1197","Brand#25","SMALL POLISHED BRASS",23,4
"1198","Brand#25","SMALL POLISHED COPPER",9,4
"1199","Brand#25","SMALL POLISHED STEEL",14,4
"1200","Brand#25","STANDARD ANODIZED STEEL",3,4
"1201","Brand#25","STANDARD ANODIZED STEEL",19,4
"1202","Brand#25","STANDARD ANODIZED TIN",9,4
"1203","Brand#25","STANDARD BRUSHED BRASS",14,4
"1204","Brand#25","STANDARD BRUSHED NICKEL",19,4
"1205","Brand#25","STANDARD BRUSHED TIN",9,4
"1206","Brand#25","STANDARD BURNISHED NICKEL",9,4
"1207","Brand#25","STANDARD PLATED BRASS",3,4
"1208","Brand#25","STANDARD PLATED COPPER",14,4
"1209","Brand#25","STANDARD PLATED NICKEL",36,4
"1210","Brand#25","STANDARD POLISHED BRASS",45,4
"1211","Brand#25","STANDARD POLISHED COPPER",23,4
"1212","Brand#25","STANDARD POLISHED NICKEL",3,4
"1213","Brand#25","STANDARD POLISHED NICKEL",49,4
"1214","Brand#25","STANDARD POLISHED TIN",36,4
"1215","Brand#25","STANDARD POLISHED TIN",45,4
"1216","Brand#31","ECONOMY ANODIZED BRASS",3,4
"1217","Brand#31","ECONOMY ANODIZED COPPER",45,4
"1218","Brand#31","ECONOMY ANODIZED STEEL",3,4
"1219","Brand#31","ECONOMY ANODIZED TIN",45,4
"1220","Brand#31","ECONOMY BRUSHED BRASS",14,4
"1221","Brand#31","ECONOMY BRUSHED COPPER",19,4
"1222","Brand#31","ECONOMY BRUSHED NICKEL",9,4
"1223","Brand#31","ECONOMY BRUSHED NICKEL",14,4
"1224","Brand#31","ECONOMY BRUSHED NICKEL",49,4
"1225","Brand#31","ECONOMY BURNISHED COPPER",36,4
"1226","Brand#31","ECONOMY BURNISHED STEEL",3,4
"1227","Brand#31","ECONOMY BURNISHED TIN",49,4
"1228","Brand#31","ECONOMY PLATED COPPER",49,4
"1229","Brand#31","ECONOMY PLATED NICKEL",9,4
"1230","Brand#31","ECONOMY PLATED STEEL",23,4
"1231","Brand#31","ECONOMY PLATED TIN",36,4
"1232","Brand#31","ECONOMY PLATED TIN",49,4
"1233","Brand#31","ECONOMY POLISHED COPPER",3,4
"1234","Brand#31","ECONOMY POLISHED COPPER",36,4
"1235","Brand#31","ECONOMY POLISHED COPPER",49,4
"1236","Brand#31","ECONOMY POLISHED NICKEL",3,4
"1237","Brand#31","LARGE ANODIZED BRASS",19,4
"1238","Brand#31","LARGE ANODIZED STEEL",45,4
"1239","Brand#31","LARGE BRUSHED BRASS",36,4
"1240","Brand#31","LARGE BRUSHED BRASS",49,4
"1241","Brand#31","LARGE BRUSHED TIN",3,4
"1242","Brand#31","LARGE BURNISHED BRASS",9,4
"1243","Brand#31","LARGE PLATED COPPER",19,4
"1244","Brand#31","LARGE PLATED NICKEL",14,4
"1245","Brand#31","LARGE PLATED TIN",9,4
"1246","Brand#31","LARGE PLATED TIN",14,4
"1247","Brand#31","LARGE POLISHED BRASS",14,4
"1248","Brand#31","LARGE POLISHED STEEL",14,4
"1249","Brand#31","LARGE POLISHED STEEL",45,4
"1250","Brand#31","LARGE POLISHED TIN",19,4
"1251","Brand#31","MEDIUM ANODIZED BRASS",23,4
"1252","Brand#31","MEDIUM ANODIZED BRASS",36,4
"1253","Brand#31","MEDIUM ANODIZED COPPER",14,4
"1254","Brand#31","MEDIUM ANODIZED COPPER",19,4
"1255","Brand#31","MEDIUM ANODIZED COPPER",36,4
"1256","Brand#31","MEDIUM ANODIZED STEEL",14,4
"1257","Brand#31","MEDIUM ANODIZED STEEL",49,4
"1258","Brand#31","MEDIUM ANODIZED TIN",19,4
"1259","Brand#31","MEDIUM ANODIZED TIN",49,4
"1260","Brand#31","MEDIUM BRUSHED BRASS",36,4
"1261","Brand#31","MEDIUM BRUSHED STEEL",14,4
"1262","Brand#31","MEDIUM BURNISHED BRASS",14,4
"1263","Brand#31","MEDIUM BURNISHED COPPER",3,4
"1264","Brand#31","MEDIUM BURNISHED NICKEL",9,4
"1265","Brand#31","MEDIUM BURNISHED STEEL",9,4
"1266","Brand#31","MEDIUM BURNISHED TIN",14,4
"1267","Brand#31","MEDIUM BURNISHED TIN",23,4
"1268","Brand#31","MEDIUM PLATED BRASS",3,4
"1269","Brand#31","MEDIUM PLATED TIN",9,4
"1270","Brand#31","MEDIUM PLATED TIN",36,4
"1271","Brand#31","MEDIUM PLATED TIN",45,4
"1272","Brand#31","PROMO ANODIZED BRASS",3,4
"1273","Brand#31","PROMO ANODIZED NICKEL",9,4
"1274","Brand#31","PROMO BRUSHED BRASS",3,4
"1275","Brand#31","PROMO BRUSHED BRASS",23,4
"1276","Brand#31","PROMO BRUSHED COPPER",23,4
"1277","Brand#31","PROMO BRUSHED NICKEL",45,4
"1278","Brand#31","PROMO BURNISHED COPPER",36,4
"1279","Brand#31","PROMO BURNISHED STEEL",3,4
"1280","Brand#31","PROMO BURNISHED TIN",3,4
"1281","Brand#31","PROMO PLATED BRASS",19,4
"1282","Brand#31","PROMO PLATED NICKEL",36,4
"1283","Brand#31","PROMO POLISHED BRASS",49,4
"1284","Brand#31","PROMO POLISHED COPPER",14,4
"1285","Brand#31","PROMO POLISHED NICKEL",3,4
"1286","Brand#31","PROMO POLISHED NICKEL",9,4
"1287","Brand#31","PROMO POLISHED TIN",3,4
"1288","Brand#31","PROMO POLISHED TIN",23,4
"1289","Brand#31","SMALL ANODIZED COPPER",45,4
"1290","Brand#31","SMALL ANODIZED STEEL",23,4
"1291","Brand#31","SMALL ANODIZED TIN",3,4
"1292","Brand#31","SMALL BRUSHED COPPER",36,4
"1293","Brand#31","SMALL BRUSHED COPPER",49,4
"1294","Brand#31","SMALL BRUSHED NICKEL",19,4
"1295","Brand#31","SMALL BRUSHED NICKEL",23,4
"1296","Brand#31","SMALL BURNISHED BRASS",45,4
"1297","Brand#31","SMALL BURNISHED NICKEL",9,4
"1298","Brand#31","SMALL BURNISHED NICKEL",36,4
"1299","Brand#31","SMALL PLATED COPPER",36,4
"1300","Brand#31","SMALL PLATED NICKEL",9,4
"1301","Brand#31","SMALL PLATED NICKEL",36,4
"1302","Brand#31","SMALL POLISHED BRASS",3,4
"1303","Brand#31","SMALL POLISHED COPPER",45,4
"1304","Brand#31","SMALL POLISHED NICKEL",45,4
"1305","Brand#31","SMALL POLISHED TIN",23,4
"1306","Brand#31","SMALL POLISHED TIN",49,4
"1307","Brand#31","STANDARD BRUSHED STEEL",23,4
"1308","Brand#31","STANDARD BRUSHED STEEL",49,4
"1309","Brand#31","STANDARD BURNISHED BRASS",14,4
"1310","Brand#31","STANDARD BURNISHED NICKEL",45,4
"1311","Brand#31","STANDARD PLATED NICKEL",3,4
"1312","Brand#31","STANDARD POLISHED BRASS",3,4
"1313","Brand#31","STANDARD POLISHED BRASS",45,4
"1314","Brand#31","STANDARD POLISHED STEEL",36,4
"1315","Brand#32","ECONOMY ANODIZED BRASS",19,4
"1316","Brand#32","ECONOMY ANODIZED COPPER",36,4
"1317","Brand#32","ECONOMY ANODIZED STEEL",23,4
"1318","Brand#32","ECONOMY ANODIZED STEEL",36,4
"1319","Brand#32","ECONOMY ANODIZED STEEL",45,4
"1320","Brand#32","ECONOMY ANODIZED TIN",19,4
"1321","Brand#32","ECONOMY BRUSHED COPPER",45,4
"1322","Brand#32","ECONOMY BRUSHED TIN",45,4
"1323","Brand#32","ECONOMY BURNISHED BRASS",23,4
"1324","Brand#32","ECONOMY BURNISHED COPPER",36,4
"1325","Brand#32","ECONOMY BURNISHED COPPER",45,4
"1326","Brand#32","ECONOMY BURNISHED STEEL",19,4
"1327","Brand#32","ECONOMY PLATED BRASS",9,4
"1328","Brand#32","ECONOMY PLATED COPPER",9,4
"1329","Brand#32","ECONOMY PLATED NICKEL",23,4
"1330","Brand#32","ECONOMY PLATED TIN",45,4
"1331","Brand#32","ECONOMY POLISHED STEEL",3,4
"1332","Brand#32","LARGE ANODIZED BRASS",23,4
"1333","Brand#32","LARGE ANODIZED BRASS",36,4
"1334","Brand#32","LARGE ANODIZED NICKEL",45,4
"1335","Brand#32","LARGE ANODIZED STEEL",3,4
"1336","Brand#32","LARGE ANODIZED STEEL",14,4
"1337","Brand#32","LARGE BRUSHED STEEL",45,4
"1338","Brand#32","LARGE BRUSHED TIN",45,4
"1339","Brand#32","LARGE BURNISHED NICKEL",36,4
"1340","Brand#32","LARGE BURNISHED TIN",19,4
"1341","Brand#32","LARGE BURNISHED TIN",45,4
"1342","Brand#32","LARGE PLATED BRASS",3,4
"1343","Brand#32","LARGE PLATED NICKEL",49,4
"1344","Brand#32","LARGE PLATED STEEL",19,4
"1345","Brand#32","LARGE PLATED STEEL",36,4
"1346","Brand#32","LARGE POLISHED BRASS",45,4
"1347","Brand#32","LARGE POLISHED COPPER",9,4
"1348","Brand#32","LARGE POLISHED COPPER",49,4
"1349","Brand#32","LARGE POLISHED NICKEL",3,4
"1350","Brand#32","MEDIUM ANODIZED BRASS",3,4
"1351","Brand#32","MEDIUM ANODIZED BRASS",9,4
"1352","Brand#32","MEDIUM ANODIZED TIN",23,4
"1353","Brand#32","MEDIUM BRUSHED BRASS",23,4
"1354","Brand#32","MEDIUM BRUSHED BRASS",49,4
"1355","Brand#32","MEDIUM BRUSHED COPPER",9,4
"1356","Brand#32","MEDIUM BRUSHED COPPER",19,4
"1357","Brand#32","MEDIUM BRUSHED TIN",49,4
"1358","Brand#32","MEDIUM BURNISHED BRASS",9,4
"1359","Brand#32","MEDIUM BURNISHED BRASS",36,4
"1360","Brand#32","MEDIUM BURNISHED BRASS",49,4
"1361","Brand#32","MEDIUM BURNISHED COPPER",9,4
"1362","Brand#32","MEDIUM BURNISHED COPPER",45,4
"1363","Brand#32","MEDIUM BURNISHED NICKEL",49,4
"1364","Brand#32","MEDIUM BURNISHED TIN",9,4
"1365","Brand#32","MEDIUM BURNISHED TIN",45,4
"1366","Brand#32","MEDIUM PLATED BRASS",3,4
"1367","Brand#32","MEDIUM PLATED BRASS",49,4
"1368","Brand#32","MEDIUM PLATED COPPER",3,4
"1369","Brand#32","MEDIUM PLATED STEEL",9,4
"1370","Brand#32","MEDIUM PLATED TIN",9,4
"1371","Brand#32","PROMO ANODIZED BRASS",3,4
"1372","Brand#32","PROMO ANODIZED COPPER",19,4
"1373","Brand#32","PROMO ANODIZED NICKEL",23,4
"1374","Brand#32","PROMO BRUSHED COPPER",23,4
"1375","Brand#32","PROMO BRUSHED NICKEL",14,4
"1376","Brand#32","PROMO BRUSHED NICKEL",36,4
"1377","Brand#32","PROMO BRUSHED STEEL",14,4
"1378","Brand#32","PROMO BRUSHED STEEL",23,4
"1379","Brand#32","PROMO BRUSHED STEEL",49,4
"1380","Brand#32","PROMO BURNISHED BRASS",45,4
"1381","Brand#32","PROMO BURNISHED NICKEL",45,4
"1382","Brand#32","PROMO BURNISHED TIN",14,4
"1383","Brand#32","PROMO BURNISHED TIN",45,4
"1384","Brand#32","PROMO PLATED TIN",19,4
"1385","Brand#32","PROMO POLISHED NICKEL",36,4
"1386","Brand#32","PROMO POLISHED TIN",3,4
"1387","Brand#32","SMALL ANODIZED BRASS",3,4
"1388","Brand#32","SMALL ANODIZED NICKEL",3,4
"1389","Brand#32","SMALL ANODIZED NICKEL",14,4
"1390","Brand#32","SMALL ANODIZED TIN",9,4
"1391","Brand#32","SMALL BRUSHED BRASS",9,4
"1392","Brand#32","SMALL BRUSHED BRASS",19,4
"1393","Brand#32","SMALL BRUSHED COPPER",3,4
"1394","Brand#32","SMALL BRUSHED COPPER",23,4
"1395","Brand#32","SMALL BRUSHED NICKEL",9,4
"1396","Brand#32","SMALL BRUSHED NICKEL",45,4
"1397","Brand#32","SMALL BRUSHED STEEL",23,4
"1398","Brand#32","SMALL BRUSHED TIN",9,4
"1399","Brand#32","SMALL BURNISHED NICKEL",36,4
"1400","Brand#32","SMALL BURNISHED STEEL",3,4
"1401","Brand#32","SMALL BURNISHED TIN",23,4
"1402","Brand#32","SMALL PLATED BRASS",49,4
"1403","Brand#32","SMALL PLATED COPPER",36,4
"1404","Brand#32","SMALL PLATED COPPER",45,4
"1405","Brand#32","SMALL PLATED NICKEL",45,4
"1406","Brand#32","SMALL PLATED STEEL",45,4
"1407","Brand#32","SMALL PLATED TIN",23,4
"1408","Brand#32","SMALL PLATED TIN",36,4
"1409","Brand#32","SMALL PLATED TIN",45,4
"1410","Brand#32","SMALL POLISHED NICKEL",36,4
"1411","Brand#32","SMALL POLISHED STEEL",14,4
"1412","Brand#32","SMALL POLISHED STEEL",23,4
"1413","Brand#32","SMALL POLISHED STEEL",36,4
"1414","Brand#32","SMALL POLISHED TIN",36,4
"1415","Brand#32","SMALL POLISHED TIN",45,4
"1416","Brand#32","STANDARD ANODIZED NICKEL",19,4
"1417","Brand#32","STANDARD ANODIZED TIN",9,4
"1418","Brand#32","STANDARD ANODIZED TIN",14,4
"1419","Brand#32","STANDARD ANODIZED TIN",19,4
"1420","Brand#32","STANDARD BRUSHED NICKEL",23,4
"1421","Brand#32","STANDARD BURNISHED BRASS",36,4
"1422","Brand#32","STANDARD BURNISHED BRASS",45,4
"1423","Brand#32","STANDARD BURNISHED COPPER",3,4
"1424","Brand#32","STANDARD BURNISHED COPPER",36,4
"1425","Brand#32","STANDARD BURNISHED NICKEL",49,4
"1426","Brand#32","STANDARD BURNISHED STEEL",49,4
"1427","Brand#32","STANDARD BURNISHED TIN",23,4
"1428","Brand#32","STANDARD PLATED BRASS",9,4
"1429","Brand#32","STANDARD PLATED BRASS",45,4
"1430","Brand#32","STANDARD PLATED STEEL",36,4
"1431","Brand#32","STANDARD POLISHED BRASS",14,4
"1432","Brand#32","STANDARD POLISHED COPPER",36,4
"1433","Brand#32","STANDARD POLISHED STEEL",14,4
"1434","Brand#33","ECONOMY ANODIZED BRASS",23,4
"1435","Brand#33","ECONOMY ANODIZED COPPER",9,4
"1436","Brand#33","ECONOMY ANODIZED NICKEL",3,4
"1437","Brand#33","ECONOMY ANODIZED NICKEL",9,4
"1438","Brand#33","ECONOMY ANODIZED NICKEL",23,4
"1439","Brand#33","ECONOMY ANODIZED NICKEL",36,4
"1440","Brand#33","ECONOMY BRUSHED BRASS",14,4
"1441","Brand#33","ECONOMY BRUSHED COPPER",23,4
"1442","Brand#33","ECONOMY BURNISHED BRASS",49,4
"1443","Brand#33","ECONOMY BURNISHED COPPER",3,4
"1444","Brand#33","ECONOMY BURNISHED COPPER",14,4
"1445","Brand#33","ECONOMY BURNISHED STEEL",3,4
"1446","Brand#33","ECONOMY BURNISHED TIN",36,4
"1447","Brand#33","ECONOMY BURNISHED TIN",45,4
"1448","Brand#33","ECONOMY PLATED COPPER",19,4
"1449","Brand#33","ECONOMY PLATED COPPER",45,4
"1450","Brand#33","ECONOMY PLATED NICKEL",14,4
"1451","Brand#33","ECONOMY PLATED NICKEL",36,4
"1452","Brand#33","ECONOMY PLATED STEEL",3,4
"1453","Brand#33","ECONOMY PLATED STEEL",23,4
"1454","Brand#33","ECONOMY PLATED STEEL",36,4
"1455","Brand#33","ECONOMY POLISHED BRASS",14,4
"1456","Brand#33","ECONOMY POLISHED NICKEL",19,4
"1457","Brand#33","ECONOMY POLISHED TIN",9,4
"1458","Brand#33","LARGE ANODIZED BRASS",36,4
"1459","Brand#33","LARGE ANODIZED COPPER",19,4
"1460","Brand#33","LARGE ANODIZED COPPER",45,4
"1461","Brand#33","LARGE ANODIZED NICKEL",36,4
"1462","Brand#33","LARGE ANODIZED NICKEL",45,4
"1463","Brand#33","LARGE ANODIZED STEEL",3,4
"1464","Brand#33","LARGE ANODIZED STEEL",45,4
"1465","Brand#33","LARGE ANODIZED TIN",45,4
"1466","Brand#33","LARGE BRUSHED BRASS",3,4
"1467","Brand#33","LARGE BRUSHED BRASS",49,4
"1468","Brand#33","LARGE BRUSHED STEEL",19,4
"1469","Brand#33","LARGE BRUSHED TIN",36,4
